Edges,Stool_genus_network
Clostridiales Family XIII. Incertae Sedis-Actinobacteria-pos,0.0083
Clostridiales Family XIII. Incertae Sedis-Pedobacter-neg,0.0073
Clostridiales Family XIII. Incertae Sedis-Micrococcus-neg,0.115
Clostridiales Family XIII. Incertae Sedis-Brevundimonas-neg,0.0421
Clostridiales Family XIII. Incertae Sedis-Slackia-pos,0.034
Clostridiales Family XIII. Incertae Sedis-Gammaproteobacteria-pos,0.0704
Clostridiales Family XIII. Incertae Sedis-Rhodobacteraceae-neg,0.0226
Clostridiales Family XIII. Incertae Sedis-Propionibacteriaceae-neg,0.0583
Clostridiales Family XIII. Incertae Sedis-Oscillatoriaceae-neg,0.0709
Clostridiales Family XIII. Incertae Sedis-Flavobacteriaceae-neg,0.1298
Bacteria-Moorella-neg,0.0055
Bacteria-Brucella-neg,0.0983
Bacteria-Dysgonomonas-pos,0.1255
Bacteria-Porphyromonadaceae-pos,0.0578
Bacteria-Planococcaceae-pos,0.1339
Bacteria-Oceanobacillus-pos,0.0033
Bacteria-Legionella-neg,0.0394
Bacteria-Yersiniaceae-neg,0.0685
Bacteria-Cronobacter-pos,0.0869
Bacteria-Lactococcus-neg,0.0562
Bacteria-Morganella-neg,0.1229
Bacteria-Fusobacterium-pos,0.0197
Bacteria-Kurthia-neg,0.1632
Bacteria-Staphylococcaceae-neg,0.0161
Bacteria-Methylobacterium-pos,0.0801
Bacteria-Veillonella-neg,0.0246
Bacteria-Acinetobacter-neg,0.0361
Bacteria-Aeromonas-pos,0.0414
Bacteria-Bacillaceae-neg,0.0385
Bacteria-Clostridiaceae-pos,0.0135
Bacteria-Peptoniphilus-pos,0.0148
Bacteria-Dietzia-neg,0.0325
Bacteria-Erysipelothrix-pos,0.0063
Bacteria-Sporomusaceae-neg,0.0002
Bacteria-Desulfuromonadaceae-pos,0.0418
Bacteria-Anaerococcus-neg,0.0054
Bacteria-Arcanobacterium-neg,0.0182
Bacteria-Porphyromonas-neg,0.0164
Bacteria-Brevibacillus-neg,0.1126
Bacteria-Selenomonas-pos,0.0656
Bacteria-Campylobacter-neg,0.0026
Bacteria-Eggerthellaceae-neg,0.0794
Bacteria-Ruminiclostridium-neg,0.0589
Bacteria-Rhizobium-pos,0.0184
Bacteria-Anaerobranca-pos,0.0042
Bacteria-Domibacillus-pos,0.0092
Bacteria-Actinomyces-pos,0.0413
Bacteria-Paenibacillus-pos,0.0384
Bacteria-Stenotrophomonas-pos,0.0673
Bacteria-Eggerthella-neg,0.0836
Bacteria-Acetobacter-pos,0.0391
Bacteria-Acetobacterium-pos,0.0792
Bacteria-Flavobacterium-pos,0.0298
Bacteria-Actinobacteria-neg,0.0061
Bacteria-Pedobacter-neg,0.0608
Bacteria-Micrococcus-pos,0.0893
Bacteria-Brevundimonas-neg,0.1114
Bacteria-Slackia-pos,0.0018
Bacteria-Gammaproteobacteria-pos,0.0135
Bacteria-Rhodobacteraceae-neg,0.0494
Bacteria-Propionibacteriaceae-neg,0.037
Bacteria-Oscillatoriaceae-pos,0.0662
Bacteria-Flavobacteriaceae-neg,0.0658
Moorella-Brucella-neg,0.0024
Moorella-Dysgonomonas-neg,0.0448
Moorella-Porphyromonadaceae-pos,0.0855
Moorella-Planococcaceae-pos,0.0075
Moorella-Oceanobacillus-neg,0.042
Moorella-Legionella-pos,0.0411
Moorella-Yersiniaceae-neg,0.1022
Moorella-Cronobacter-pos,0.0029
Moorella-Lactococcus-pos,0.0494
Moorella-Morganella-neg,0.0217
Moorella-Fusobacterium-neg,0.1026
Moorella-Kurthia-pos,0.0338
Moorella-Staphylococcaceae-pos,0.0626
Moorella-Methylobacterium-neg,0.0908
Moorella-Veillonella-neg,0.0494
Moorella-Acinetobacter-pos,0.0211
Moorella-Aeromonas-pos,0.0858
Moorella-Bacillaceae-neg,0.1155
Moorella-Clostridiaceae-pos,0.0254
Moorella-Peptoniphilus-pos,0.0187
Moorella-Dietzia-pos,0.0043
Moorella-Erysipelothrix-neg,0.0357
Moorella-Sporomusaceae-neg,0.0222
Moorella-Desulfuromonadaceae-pos,0.0642
Moorella-Anaerococcus-pos,0.0083
Moorella-Arcanobacterium-pos,0.0369
Moorella-Porphyromonas-pos,0.049
Moorella-Brevibacillus-pos,0.0253
Moorella-Selenomonas-pos,0.0467
Moorella-Campylobacter-pos,0.127
Moorella-Eggerthellaceae-neg,0.0642
Moorella-Ruminiclostridium-neg,0.1085
Moorella-Rhizobium-pos,0.0215
Moorella-Anaerobranca-neg,0.0203
Moorella-Domibacillus-pos,0.0579
Moorella-Actinomyces-pos,0.0751
Moorella-Paenibacillus-pos,0.1637
Moorella-Stenotrophomonas-neg,0.0699
Moorella-Eggerthella-pos,0.053
Moorella-Acetobacter-neg,0.0724
Moorella-Acetobacterium-pos,0.0564
Moorella-Flavobacterium-neg,0.0312
Moorella-Actinobacteria-neg,0.061
Moorella-Pedobacter-neg,0.0779
Moorella-Micrococcus-neg,0.0734
Moorella-Brevundimonas-neg,0.113
Moorella-Slackia-pos,0.0612
Moorella-Gammaproteobacteria-neg,0.1014
Moorella-Rhodobacteraceae-pos,0.0285
Moorella-Propionibacteriaceae-neg,0.0533
Moorella-Oscillatoriaceae-pos,0.0618
Moorella-Flavobacteriaceae-neg,0.0927
Brucella-Dysgonomonas-pos,0.0095
Brucella-Porphyromonadaceae-pos,0.0232
Brucella-Planococcaceae-pos,0.0378
Brucella-Oceanobacillus-pos,0.0564
Brucella-Legionella-pos,0.0392
Brucella-Yersiniaceae-pos,0.0972
Brucella-Cronobacter-pos,0.1699
Brucella-Lactococcus-pos,0.0589
Brucella-Morganella-neg,0.0145
Brucella-Fusobacterium-pos,0.0299
Brucella-Kurthia-pos,0.1179
Brucella-Staphylococcaceae-neg,0.0275
Brucella-Methylobacterium-pos,0.0398
Brucella-Veillonella-pos,0.0724
Brucella-Acinetobacter-pos,0.0892
Brucella-Aeromonas-pos,0.2149
Brucella-Bacillaceae-neg,0.0449
Brucella-Clostridiaceae-pos,0.1852
Brucella-Peptoniphilus-pos,0.0334
Brucella-Dietzia-neg,0.0651
Brucella-Erysipelothrix-pos,0.0379
Brucella-Sporomusaceae-pos,0.0611
Brucella-Desulfuromonadaceae-pos,0.0237
Brucella-Anaerococcus-pos,0.038
Brucella-Arcanobacterium-neg,0.0551
Brucella-Porphyromonas-neg,0.0193
Brucella-Brevibacillus-neg,0.0387
Brucella-Selenomonas-pos,0.0493
Brucella-Campylobacter-pos,0.0228
Brucella-Eggerthellaceae-pos,0.1186
Brucella-Ruminiclostridium-pos,0.0521
Brucella-Rhizobium-neg,0.1453
Brucella-Anaerobranca-pos,0.0389
Brucella-Domibacillus-pos,0.1398
Brucella-Actinomyces-pos,0.0535
Brucella-Paenibacillus-pos,0.0596
Brucella-Stenotrophomonas-pos,0.0448
Brucella-Eggerthella-pos,0.1165
Brucella-Acetobacter-pos,0.0921
Brucella-Acetobacterium-pos,0.0737
Brucella-Flavobacterium-pos,0.0898
Brucella-Actinobacteria-neg,0.0516
Brucella-Pedobacter-neg,0.0559
Brucella-Micrococcus-pos,0.0162
Brucella-Brevundimonas-pos,0.1225
Brucella-Slackia-pos,0.0532
Brucella-Gammaproteobacteria-pos,0.1369
Brucella-Rhodobacteraceae-pos,0.0471
Brucella-Propionibacteriaceae-pos,0.0154
Brucella-Oscillatoriaceae-pos,0.0683
Brucella-Flavobacteriaceae-neg,0.0538
Dysgonomonas-Porphyromonadaceae-pos,0.026
Dysgonomonas-Planococcaceae-neg,0.0232
Dysgonomonas-Oceanobacillus-neg,0.0077
Dysgonomonas-Legionella-neg,0.0429
Dysgonomonas-Yersiniaceae-neg,0.0018
Dysgonomonas-Cronobacter-pos,0.1483
Dysgonomonas-Lactococcus-pos,0.1164
Dysgonomonas-Morganella-pos,0.0994
Dysgonomonas-Fusobacterium-pos,0.1463
Dysgonomonas-Kurthia-pos,0.0152
Dysgonomonas-Staphylococcaceae-pos,0.0059
Dysgonomonas-Methylobacterium-neg,0.0048
Dysgonomonas-Veillonella-neg,0.0275
Dysgonomonas-Acinetobacter-neg,0.0411
Dysgonomonas-Aeromonas-pos,0.0072
Dysgonomonas-Bacillaceae-neg,0.0181
Dysgonomonas-Clostridiaceae-pos,0.0071
Dysgonomonas-Peptoniphilus-neg,0.0308
Dysgonomonas-Dietzia-pos,0.0471
Dysgonomonas-Erysipelothrix-neg,0.0329
Dysgonomonas-Sporomusaceae-neg,0.0828
Dysgonomonas-Desulfuromonadaceae-neg,0.0521
Dysgonomonas-Anaerococcus-neg,0.0806
Dysgonomonas-Arcanobacterium-pos,0.0137
Dysgonomonas-Porphyromonas-pos,0.0628
Dysgonomonas-Brevibacillus-neg,0.0933
Dysgonomonas-Selenomonas-neg,0.0132
Dysgonomonas-Campylobacter-neg,0.0053
Dysgonomonas-Eggerthellaceae-neg,0.0499
Dysgonomonas-Ruminiclostridium-pos,0.0552
Dysgonomonas-Rhizobium-neg,0.0069
Dysgonomonas-Anaerobranca-pos,0.0189
Dysgonomonas-Domibacillus-neg,0.0258
Dysgonomonas-Actinomyces-neg,0.0452
Dysgonomonas-Paenibacillus-pos,0.0293
Dysgonomonas-Stenotrophomonas-pos,0.0164
Dysgonomonas-Eggerthella-pos,0.0443
Dysgonomonas-Acetobacter-neg,0.0563
Dysgonomonas-Acetobacterium-neg,0.0866
Dysgonomonas-Flavobacterium-pos,0.0877
Dysgonomonas-Actinobacteria-pos,0.031
Dysgonomonas-Pedobacter-neg,0.0433
Dysgonomonas-Micrococcus-pos,0.0256
Dysgonomonas-Brevundimonas-pos,0.0157
Dysgonomonas-Slackia-neg,0.0302
Dysgonomonas-Gammaproteobacteria-pos,0.1387
Dysgonomonas-Rhodobacteraceae-pos,0.015
Dysgonomonas-Propionibacteriaceae-pos,0.0303
Dysgonomonas-Oscillatoriaceae-pos,0.0128
Dysgonomonas-Flavobacteriaceae-neg,0.014
Porphyromonadaceae-Planococcaceae-neg,0.0587
Porphyromonadaceae-Oceanobacillus-pos,0.0259
Porphyromonadaceae-Legionella-neg,0.0289
Porphyromonadaceae-Yersiniaceae-pos,0.1995
Porphyromonadaceae-Cronobacter-pos,0.0589
Porphyromonadaceae-Lactococcus-neg,0.086
Porphyromonadaceae-Morganella-neg,0.0066
Porphyromonadaceae-Fusobacterium-pos,0.0027
Porphyromonadaceae-Kurthia-neg,0.0528
Porphyromonadaceae-Staphylococcaceae-pos,0.0205
Porphyromonadaceae-Methylobacterium-pos,0.0573
Porphyromonadaceae-Veillonella-pos,0.0243
Porphyromonadaceae-Acinetobacter-neg,0.0043
Porphyromonadaceae-Aeromonas-pos,0.1166
Porphyromonadaceae-Bacillaceae-neg,0.1369
Porphyromonadaceae-Clostridiaceae-neg,0.0593
Porphyromonadaceae-Peptoniphilus-pos,0.029
Porphyromonadaceae-Dietzia-pos,0.0391
Porphyromonadaceae-Erysipelothrix-pos,0.0827
Porphyromonadaceae-Sporomusaceae-pos,0.025
Porphyromonadaceae-Desulfuromonadaceae-neg,0.0592
Porphyromonadaceae-Anaerococcus-pos,0.0285
Porphyromonadaceae-Arcanobacterium-pos,0.0866
Porphyromonadaceae-Porphyromonas-pos,0.0044
Porphyromonadaceae-Brevibacillus-neg,0.0598
Porphyromonadaceae-Selenomonas-neg,0.0091
Porphyromonadaceae-Campylobacter-neg,0.0548
Porphyromonadaceae-Eggerthellaceae-pos,0.0667
Porphyromonadaceae-Ruminiclostridium-pos,0.0638
Porphyromonadaceae-Rhizobium-neg,0.0384
Porphyromonadaceae-Anaerobranca-pos,0.0577
Porphyromonadaceae-Domibacillus-pos,0.1653
Porphyromonadaceae-Actinomyces-neg,0.084
Porphyromonadaceae-Paenibacillus-neg,0.0615
Porphyromonadaceae-Stenotrophomonas-neg,0.0401
Porphyromonadaceae-Eggerthella-pos,0.0112
Porphyromonadaceae-Acetobacter-pos,0.0225
Porphyromonadaceae-Acetobacterium-pos,0.0054
Porphyromonadaceae-Flavobacterium-neg,0.0905
Porphyromonadaceae-Actinobacteria-neg,0.0754
Porphyromonadaceae-Pedobacter-neg,0.0941
Porphyromonadaceae-Micrococcus-pos,0.0572
Porphyromonadaceae-Brevundimonas-neg,0.1375
Porphyromonadaceae-Slackia-pos,0.0398
Porphyromonadaceae-Gammaproteobacteria-pos,0.0838
Porphyromonadaceae-Rhodobacteraceae-pos,0.0831
Porphyromonadaceae-Propionibacteriaceae-pos,0.0644
Porphyromonadaceae-Oscillatoriaceae-neg,0.1003
Porphyromonadaceae-Flavobacteriaceae-neg,0.0797
Planococcaceae-Oceanobacillus-pos,0.0304
Planococcaceae-Legionella-pos,0.0748
Planococcaceae-Yersiniaceae-pos,0.0367
Planococcaceae-Cronobacter-pos,0.0447
Planococcaceae-Lactococcus-neg,0.0221
Planococcaceae-Morganella-pos,0.0279
Planococcaceae-Fusobacterium-neg,0.0796
Planococcaceae-Kurthia-neg,0.0293
Planococcaceae-Staphylococcaceae-pos,0.0388
Planococcaceae-Methylobacterium-neg,0.0166
Planococcaceae-Veillonella-pos,0.0687
Planococcaceae-Acinetobacter-pos,0.0365
Planococcaceae-Aeromonas-pos,0.0608
Planococcaceae-Bacillaceae-pos,0.0167
Planococcaceae-Clostridiaceae-pos,0.1037
Planococcaceae-Peptoniphilus-pos,0.0849
Planococcaceae-Dietzia-pos,0.04
Planococcaceae-Erysipelothrix-pos,0.1018
Planococcaceae-Sporomusaceae-pos,0.0274
Planococcaceae-Desulfuromonadaceae-pos,0.041
Planococcaceae-Anaerococcus-pos,0.0302
Planococcaceae-Arcanobacterium-pos,0.0548
Planococcaceae-Porphyromonas-neg,0.0009
Planococcaceae-Brevibacillus-pos,0.0873
Planococcaceae-Selenomonas-pos,0.0794
Planococcaceae-Campylobacter-pos,0.0384
Planococcaceae-Eggerthellaceae-pos,0.1532
Planococcaceae-Ruminiclostridium-neg,0.0495
Planococcaceae-Rhizobium-pos,0.0983
Planococcaceae-Anaerobranca-pos,0.048
Planococcaceae-Domibacillus-pos,0.0093
Planococcaceae-Actinomyces-neg,0.007
Planococcaceae-Paenibacillus-pos,0.0949
Planococcaceae-Stenotrophomonas-pos,0.0356
Planococcaceae-Eggerthella-pos,0.074
Planococcaceae-Acetobacter-pos,0.1264
Planococcaceae-Acetobacterium-pos,0.155
Planococcaceae-Flavobacterium-pos,0.1554
Planococcaceae-Actinobacteria-pos,0.0379
Planococcaceae-Pedobacter-pos,0.0731
Planococcaceae-Micrococcus-pos,0.0088
Planococcaceae-Brevundimonas-pos,0.0428
Planococcaceae-Slackia-pos,0.0721
Planococcaceae-Gammaproteobacteria-pos,0.1171
Planococcaceae-Rhodobacteraceae-pos,0.0797
Planococcaceae-Propionibacteriaceae-pos,0.0368
Planococcaceae-Oscillatoriaceae-pos,0.0744
Planococcaceae-Flavobacteriaceae-neg,0.0024
Oceanobacillus-Legionella-pos,0.0918
Oceanobacillus-Yersiniaceae-neg,0.0047
Oceanobacillus-Cronobacter-pos,0.0264
Oceanobacillus-Lactococcus-pos,0.0494
Oceanobacillus-Morganella-pos,0.0854
Oceanobacillus-Fusobacterium-pos,0.1123
Oceanobacillus-Kurthia-neg,0.0471
Oceanobacillus-Staphylococcaceae-neg,0.0537
Oceanobacillus-Methylobacterium-pos,0.0475
Oceanobacillus-Veillonella-neg,0.0623
Oceanobacillus-Acinetobacter-pos,0.0801
Oceanobacillus-Aeromonas-pos,0.0254
Oceanobacillus-Bacillaceae-pos,0.1503
Oceanobacillus-Clostridiaceae-neg,0.0468
Oceanobacillus-Peptoniphilus-pos,0.001
Oceanobacillus-Dietzia-neg,0.0934
Oceanobacillus-Erysipelothrix-neg,0.0008
Oceanobacillus-Sporomusaceae-pos,0.1119
Oceanobacillus-Desulfuromonadaceae-pos,0.1148
Oceanobacillus-Anaerococcus-pos,0.0366
Oceanobacillus-Arcanobacterium-neg,0.0758
Oceanobacillus-Porphyromonas-neg,0.1205
Oceanobacillus-Brevibacillus-pos,0.0932
Oceanobacillus-Selenomonas-pos,0.0789
Oceanobacillus-Campylobacter-pos,0.09
Oceanobacillus-Eggerthellaceae-pos,0.0085
Oceanobacillus-Ruminiclostridium-pos,0.0036
Oceanobacillus-Rhizobium-pos,0.0498
Oceanobacillus-Anaerobranca-pos,0.0897
Oceanobacillus-Domibacillus-pos,0.0761
Oceanobacillus-Actinomyces-neg,0.0409
Oceanobacillus-Paenibacillus-pos,0.1188
Oceanobacillus-Stenotrophomonas-pos,0.0983
Oceanobacillus-Eggerthella-pos,0.0662
Oceanobacillus-Acetobacter-pos,0.0572
Oceanobacillus-Acetobacterium-pos,0.0193
Oceanobacillus-Flavobacterium-neg,0.0326
Oceanobacillus-Actinobacteria-pos,0.1261
Oceanobacillus-Pedobacter-pos,0.0066
Oceanobacillus-Micrococcus-pos,0.0172
Oceanobacillus-Brevundimonas-pos,0.08
Oceanobacillus-Slackia-pos,0.1049
Oceanobacillus-Gammaproteobacteria-pos,0.0698
Oceanobacillus-Rhodobacteraceae-pos,0.1096
Oceanobacillus-Propionibacteriaceae-pos,0.0641
Oceanobacillus-Oscillatoriaceae-pos,0.0437
Oceanobacillus-Flavobacteriaceae-pos,0.095
Legionella-Yersiniaceae-neg,0.0332
Legionella-Cronobacter-neg,0.0502
Legionella-Lactococcus-pos,0.1201
Legionella-Morganella-neg,0.0421
Legionella-Fusobacterium-neg,0.0826
Legionella-Kurthia-pos,0.0173
Legionella-Staphylococcaceae-pos,0.1593
Legionella-Methylobacterium-neg,0.0486
Legionella-Veillonella-neg,0.1318
Legionella-Acinetobacter-neg,0.024
Legionella-Aeromonas-neg,0.1005
Legionella-Bacillaceae-neg,0.0129
Legionella-Clostridiaceae-pos,0.1401
Legionella-Peptoniphilus-neg,0.0092
Legionella-Dietzia-neg,0.0252
Legionella-Erysipelothrix-pos,0.0475
Legionella-Sporomusaceae-pos,0.0085
Legionella-Desulfuromonadaceae-pos,0.051
Legionella-Anaerococcus-neg,0.0642
Legionella-Arcanobacterium-neg,0.1079
Legionella-Porphyromonas-neg,0.058
Legionella-Brevibacillus-neg,0.0844
Legionella-Selenomonas-pos,0.0321
Legionella-Campylobacter-neg,0.0947
Legionella-Eggerthellaceae-pos,0.0163
Legionella-Ruminiclostridium-neg,0.0843
Legionella-Rhizobium-neg,0.0107
Legionella-Anaerobranca-pos,0.0925
Legionella-Domibacillus-neg,0.0851
Legionella-Actinomyces-neg,0.0615
Legionella-Paenibacillus-neg,0.0025
Legionella-Stenotrophomonas-neg,0.0409
Legionella-Eggerthella-neg,0.0504
Legionella-Acetobacter-pos,0.064
Legionella-Acetobacterium-neg,0.0231
Legionella-Flavobacterium-neg,0.0819
Legionella-Actinobacteria-neg,0.0667
Legionella-Pedobacter-pos,0.0403
Legionella-Micrococcus-neg,0.006
Legionella-Brevundimonas-pos,0.0081
Legionella-Slackia-pos,0.0309
Legionella-Gammaproteobacteria-neg,0.0294
Legionella-Rhodobacteraceae-pos,0.0299
Legionella-Propionibacteriaceae-pos,0.0983
Legionella-Oscillatoriaceae-neg,0.1033
Legionella-Flavobacteriaceae-neg,0.0304
Yersiniaceae-Cronobacter-pos,0.0381
Yersiniaceae-Lactococcus-neg,0.0019
Yersiniaceae-Morganella-neg,0.0913
Yersiniaceae-Fusobacterium-neg,0.071
Yersiniaceae-Kurthia-pos,0.0958
Yersiniaceae-Staphylococcaceae-pos,0.0532
Yersiniaceae-Methylobacterium-pos,0.03
Yersiniaceae-Veillonella-pos,0.0924
Yersiniaceae-Acinetobacter-neg,0.0435
Yersiniaceae-Aeromonas-pos,0.0011
Yersiniaceae-Bacillaceae-neg,0.1306
Yersiniaceae-Clostridiaceae-neg,0.0933
Yersiniaceae-Peptoniphilus-pos,0.0592
Yersiniaceae-Dietzia-neg,0.0914
Yersiniaceae-Erysipelothrix-neg,0.1372
Yersiniaceae-Sporomusaceae-neg,0.0083
Yersiniaceae-Desulfuromonadaceae-neg,0.0224
Yersiniaceae-Anaerococcus-neg,0.0915
Yersiniaceae-Arcanobacterium-neg,0.0848
Yersiniaceae-Porphyromonas-neg,0.0617
Yersiniaceae-Brevibacillus-neg,0.0393
Yersiniaceae-Selenomonas-pos,0.0218
Yersiniaceae-Campylobacter-neg,0.1158
Yersiniaceae-Eggerthellaceae-neg,0.05
Yersiniaceae-Ruminiclostridium-neg,0.0716
Yersiniaceae-Rhizobium-neg,0.0269
Yersiniaceae-Anaerobranca-pos,0.147
Yersiniaceae-Domibacillus-pos,0.0232
Yersiniaceae-Actinomyces-pos,0.0163
Yersiniaceae-Paenibacillus-pos,0.0115
Yersiniaceae-Stenotrophomonas-neg,0.0643
Yersiniaceae-Eggerthella-neg,0.008
Yersiniaceae-Acetobacter-neg,0.0288
Yersiniaceae-Acetobacterium-pos,0.0898
Yersiniaceae-Flavobacterium-pos,0.0829
Yersiniaceae-Actinobacteria-neg,0.0618
Yersiniaceae-Pedobacter-neg,0.0265
Yersiniaceae-Micrococcus-neg,0.0907
Yersiniaceae-Brevundimonas-neg,0.0677
Yersiniaceae-Slackia-pos,0.0211
Yersiniaceae-Gammaproteobacteria-pos,0.1331
Yersiniaceae-Rhodobacteraceae-neg,0.0254
Yersiniaceae-Propionibacteriaceae-pos,0.0592
Yersiniaceae-Oscillatoriaceae-neg,0.0049
Yersiniaceae-Flavobacteriaceae-neg,0.0285
Cronobacter-Lactococcus-pos,0.0521
Cronobacter-Morganella-pos,0.0042
Cronobacter-Fusobacterium-pos,0.0934
Cronobacter-Kurthia-neg,0.0367
Cronobacter-Staphylococcaceae-pos,0.0697
Cronobacter-Methylobacterium-pos,0.1132
Cronobacter-Veillonella-pos,0.0719
Cronobacter-Acinetobacter-pos,0.101
Cronobacter-Aeromonas-pos,0.0822
Cronobacter-Bacillaceae-pos,0.0003
Cronobacter-Clostridiaceae-pos,0.1197
Cronobacter-Peptoniphilus-neg,0.0043
Cronobacter-Dietzia-neg,0.0468
Cronobacter-Erysipelothrix-pos,0.0404
Cronobacter-Sporomusaceae-pos,0.079
Cronobacter-Desulfuromonadaceae-pos,0.0237
Cronobacter-Anaerococcus-pos,0.0674
Cronobacter-Arcanobacterium-pos,0.004
Cronobacter-Porphyromonas-pos,0.1087
Cronobacter-Brevibacillus-pos,0.0271
Cronobacter-Selenomonas-pos,0.0232
Cronobacter-Campylobacter-neg,0.0282
Cronobacter-Eggerthellaceae-neg,0.0266
Cronobacter-Ruminiclostridium-pos,0.0697
Cronobacter-Rhizobium-pos,0.0927
Cronobacter-Anaerobranca-neg,0.0183
Cronobacter-Domibacillus-pos,0.047
Cronobacter-Actinomyces-neg,0.1278
Cronobacter-Paenibacillus-pos,0.1273
Cronobacter-Stenotrophomonas-pos,0.0099
Cronobacter-Eggerthella-pos,0.0928
Cronobacter-Acetobacter-pos,0.042
Cronobacter-Acetobacterium-pos,0.1539
Cronobacter-Flavobacterium-pos,0.119
Cronobacter-Actinobacteria-pos,0.0146
Cronobacter-Pedobacter-neg,0.0383
Cronobacter-Micrococcus-neg,0.0376
Cronobacter-Brevundimonas-neg,0.0057
Cronobacter-Slackia-pos,0.0429
Cronobacter-Gammaproteobacteria-neg,0.0234
Cronobacter-Rhodobacteraceae-neg,0.0422
Cronobacter-Propionibacteriaceae-pos,0.0476
Cronobacter-Oscillatoriaceae-pos,0.0949
Cronobacter-Flavobacteriaceae-pos,0.0074
Lactococcus-Morganella-neg,0.009
Lactococcus-Fusobacterium-neg,0.042
Lactococcus-Kurthia-pos,0.1155
Lactococcus-Staphylococcaceae-pos,0.102
Lactococcus-Methylobacterium-neg,0.0515
Lactococcus-Veillonella-pos,0.0246
Lactococcus-Acinetobacter-pos,0.0442
Lactococcus-Aeromonas-pos,0.1291
Lactococcus-Bacillaceae-neg,0.0458
Lactococcus-Clostridiaceae-neg,0.0317
Lactococcus-Peptoniphilus-neg,0.0095
Lactococcus-Dietzia-neg,0.1028
Lactococcus-Erysipelothrix-pos,0.1193
Lactococcus-Sporomusaceae-neg,0.008
Lactococcus-Desulfuromonadaceae-neg,0.0221
Lactococcus-Anaerococcus-pos,0.0069
Lactococcus-Arcanobacterium-neg,0.0084
Lactococcus-Porphyromonas-neg,0.0122
Lactococcus-Brevibacillus-neg,0.0072
Lactococcus-Selenomonas-pos,0.1161
Lactococcus-Campylobacter-pos,0.0289
Lactococcus-Eggerthellaceae-neg,0.043
Lactococcus-Ruminiclostridium-neg,0.0262
Lactococcus-Rhizobium-pos,0.0889
Lactococcus-Anaerobranca-neg,0.1401
Lactococcus-Domibacillus-pos,0.0472
Lactococcus-Actinomyces-pos,0.0112
Lactococcus-Paenibacillus-pos,0.0159
Lactococcus-Stenotrophomonas-neg,0.0128
Lactococcus-Eggerthella-pos,0.0897
Lactococcus-Acetobacter-neg,0.0603
Lactococcus-Acetobacterium-pos,0.0243
Lactococcus-Flavobacterium-neg,0.038
Lactococcus-Actinobacteria-neg,0.0337
Lactococcus-Pedobacter-neg,0.0663
Lactococcus-Micrococcus-pos,0.0182
Lactococcus-Brevundimonas-pos,0.0388
Lactococcus-Slackia-pos,0.0263
Lactococcus-Gammaproteobacteria-pos,0.1247
Lactococcus-Rhodobacteraceae-pos,0.0123
Lactococcus-Propionibacteriaceae-pos,0.0469
Lactococcus-Oscillatoriaceae-pos,0.0553
Lactococcus-Flavobacteriaceae-pos,0.122
Morganella-Fusobacterium-pos,0.1694
Morganella-Kurthia-pos,0.0272
Morganella-Staphylococcaceae-neg,0.0421
Morganella-Methylobacterium-pos,0.1851
Morganella-Veillonella-neg,0.0032
Morganella-Acinetobacter-pos,0.0233
Morganella-Aeromonas-pos,0.0078
Morganella-Bacillaceae-pos,0.051
Morganella-Clostridiaceae-neg,0.0781
Morganella-Peptoniphilus-pos,0.0017
Morganella-Dietzia-pos,0.1585
Morganella-Erysipelothrix-pos,0.0466
Morganella-Sporomusaceae-neg,0.0109
Morganella-Desulfuromonadaceae-neg,0.1696
Morganella-Anaerococcus-pos,0.0935
Morganella-Arcanobacterium-pos,0.0065
Morganella-Porphyromonas-neg,0.0408
Morganella-Brevibacillus-pos,0.076
Morganella-Selenomonas-neg,0.0151
Morganella-Campylobacter-neg,0.067
Morganella-Eggerthellaceae-pos,0.0477
Morganella-Ruminiclostridium-pos,0.0272
Morganella-Rhizobium-pos,0.0999
Morganella-Anaerobranca-neg,0.0872
Morganella-Domibacillus-neg,0.1087
Morganella-Actinomyces-neg,0.1107
Morganella-Paenibacillus-neg,0.0255
Morganella-Stenotrophomonas-pos,0.046
Morganella-Eggerthella-neg,0.0706
Morganella-Acetobacter-neg,0.0444
Morganella-Acetobacterium-neg,0.0508
Morganella-Flavobacterium-pos,0.072
Morganella-Actinobacteria-pos,0.0976
Morganella-Pedobacter-pos,0.0067
Morganella-Micrococcus-pos,0.1172
Morganella-Brevundimonas-neg,0.0134
Morganella-Slackia-neg,0.0663
Morganella-Gammaproteobacteria-neg,0.0378
Morganella-Rhodobacteraceae-neg,0.0718
Morganella-Propionibacteriaceae-pos,0.0407
Morganella-Oscillatoriaceae-neg,0.0591
Morganella-Flavobacteriaceae-pos,0.081
Fusobacterium-Kurthia-neg,0.036
Fusobacterium-Staphylococcaceae-pos,0.0056
Fusobacterium-Methylobacterium-pos,0.087
Fusobacterium-Veillonella-neg,0.0456
Fusobacterium-Acinetobacter-pos,0.0083
Fusobacterium-Aeromonas-pos,0.0573
Fusobacterium-Bacillaceae-pos,0.0903
Fusobacterium-Clostridiaceae-pos,0.007
Fusobacterium-Peptoniphilus-pos,0.0579
Fusobacterium-Dietzia-pos,0.2564
Fusobacterium-Erysipelothrix-neg,0.0061
Fusobacterium-Sporomusaceae-pos,0.039
Fusobacterium-Desulfuromonadaceae-pos,0.0178
Fusobacterium-Anaerococcus-pos,0.03
